Time,Voltage,Current,Temperature,SOC,SOH
0.035,12.017769,2.479824,28.02598,0.982491,0.9
0.036,12.019606,2.560049,28.026092,0.981991,0.9
0.037,12.021508,2.58871,28.028601,0.981491,0.9
0.038,12.029265,2.553536,28.030092,0.98099,0.9
0.039,12.004769,2.652877,28.030183,0.98049,0.9
0.04,12.013926,2.657669,28.031137,0.97999,0.9
0.041,11.99909,2.774126,28.031731,0.97949,0.9
0.042,12.009687,2.694558,28.032028,0.978989,0.9
0.043,11.995588,2.706971,28.031642,0.978489,0.9
0.044,11.991119,2.852008,28.032588,0.977989,0.9
0.045,11.980399,2.902971,28.034665,0.977489,0.9
0.046,11.970482,2.822667,28.036875,0.976988,0.9
0.047,12.006433,2.807809,28.037895,0.976488,0.9
0.048,11.967929,3.006711,28.038897,0.975988,0.9
0.049,11.986147,3.022046,28.040315,0.975488,0.9
0.05,11.974521,3.027286,28.041075,0.974987,0.9
0.051,11.967559,3.066542,28.042734,0.974487,0.9
0.052,11.974377,3.066694,28.043464,0.973987,0.9
0.053,11.981921,3.031354,28.042911,0.973487,0.9
0.054,11.970393,3.19947,28.043755,0.972986,0.9
0.055,11.94923,3.380173,28.044024,0.972486,0.9
0.056,11.943645,3.359479,28.045645,0.971986,0.9
0.057,11.948234,3.355734,28.047007,0.971486,0.9
0.058,11.972816,3.342489,28.049849,0.970985,0.9
0.059,11.946035,3.438768,28.050471,0.970485,0.9
0.06,11.947535,3.37592,28.052318,0.969985,0.9
0.061,11.93452,3.36343,28.053674,0.969485,0.9
0.062,11.9385,3.490516,28.054625,0.968984,0.9
0.063,11.941635,3.587237,28.054695,0.968484,0.9
0.064,11.944215,3.611949,28.055649,0.967984,0.9
0.065,11.932287,3.609763,28.056965,0.967484,0.9
0.066,11.912259,3.748751,28.059028,0.966983,0.9
0.067,11.918437,3.714533,28.06035,0.966483,0.9
0.068,11.909955,3.844934,28.06056,0.965983,0.9
0.069,11.914042,3.769785,28.061173,0.965483,0.9
0.07,11.896264,3.889212,28.06249,0.964982,0.9
0.071,11.903483,3.867288,28.062918,0.964482,0.9
0.072,11.902176,3.947361,28.064098,0.963982,0.9
0.073,11.883152,4.016651,28.064814,0.963482,0.9
0.074,11.885196,4.0163,28.066766,0.962981,0.9
0.075,11.880657,4.162351,28.070173,0.962481,0.9
0.076,11.875992,4.189266,28.071889,0.961981,0.9
0.077,11.878376,4.27853,28.072983,0.961481,0.9
0.078,11.872846,4.269375,28.075094,0.96098,0.9
0.079,11.871518,4.338656,28.077171,0.96048,0.9
0.08,11.873287,4.308505,28.077855,0.95998,0.9
0.081,11.875949,4.314977,28.082605,0.95948,0.9
0.082,11.871789,4.427707,28.084049,0.958979,0.9
0.083,11.835946,4.470599,28.086035,0.958479,0.9
0.084,11.845958,4.539569,28.087898,0.957979,0.9
0.085,11.839197,4.593123,28.090646,0.957479,0.9
0.086,11.861032,4.484638,28.092479,0.956978,0.9
0.087,11.846965,4.631556,28.092299,0.956478,0.9
0.088,11.842724,4.606608,28.093502,0.955978,0.9
0.089,11.844903,4.648966,28.09493,0.955478,0.9
0.09,11.826708,4.757649,28.096859,0.954977,0.9
0.091,11.819784,4.820371,28.099579,0.954477,0.9
0.092,11.827482,4.806022,28.10186,0.953977,0.9
0.093,11.82519,4.812901,28.103875,0.953477,0.9
0.094,11.807442,4.952436,28.107183,0.952976,0.9
0.095,11.82028,4.948373,28.111578,0.952476,0.9
0.096,11.805973,4.935556,28.113347,0.951976,0.9
0.097,11.807854,5.067421,28.115341,0.951476,0.9
0.098,11.807633,5.150067,28.119255,0.950975,0.9
0.099,11.807591,5.185705,28.121408,0.950475,0.9
0.1,11.789527,5.151272,28.124659,0.949975,0.9
0.101,11.798357,5.238018,28.127152,0.949475,0.9
0.102,11.787869,5.33626,28.129709,0.948974,0.9
0.103,11.798714,5.308208,28.132613,0.948474,0.9
0.104,11.785103,5.351183,28.136129,0.947974,0.9
0.105,11.783167,5.399565,28.139645,0.947474,0.9
0.106,11.78894,5.440641,28.141983,0.946973,0.9
0.107,11.769282,5.483904,28.144223,0.946473,0.9
0.108,11.761611,5.487916,28.147471,0.945973,0.9
0.109,11.767946,5.545758,28.150502,0.945473,0.9
0.11,11.756279,5.57541,28.153264,0.944972,0.9
0.111,11.752413,5.562318,28.154559,0.944472,0.9
0.112,11.763412,5.700627,28.156213,0.943972,0.9
0.113,11.743266,5.693362,28.159063,0.943472,0.9
0.114,11.745858,5.706011,28.163402,0.942971,0.9
0.115,11.729383,5.879581,28.167856,0.942471,0.9
0.116,11.741904,5.808428,28.170548,0.941971,0.9
0.117,11.749212,5.716776,28.174088,0.941471,0.9
0.118,11.743097,5.851969,28.178139,0.94097,0.9
0.119,11.740427,5.877628,28.181826,0.94047,0.9
0.12,11.741924,5.912731,28.185528,0.93997,0.9
0.121,11.740025,5.860561,28.189993,0.93947,0.9
0.122,11.735615,5.96325,28.193177,0.938969,0.9
0.123,11.733271,5.997346,28.196603,0.938469,0.9
0.124,11.721949,6.004987,28.201204,0.937969,0.9
0.125,11.729296,5.993036,28.206009,0.937469,0.9
0.126,11.697364,6.147137,28.211093,0.936968,0.9
0.127,11.709353,6.111513,28.214649,0.936468,0.9
0.128,11.714318,6.116874,28.218682,0.935968,0.9
0.129,11.687488,6.159239,28.222025,0.935468,0.9
0.13,11.684508,6.188024,28.226768,0.934967,0.9
0.131,11.698803,6.183757,28.230727,0.934467,0.9
0.132,11.692272,6.164111,28.23541,0.933967,0.9
0.133,11.6904,6.276955,28.240326,0.933467,0.9
0.134,11.675575,6.314075,28.245272,0.932966,0.9
0.135,11.700099,6.282111,28.250383,0.932466,0.9
0.136,11.692351,6.306782,28.255119,0.931966,0.9
0.137,11.686922,6.384104,28.258919,0.931466,0.9
0.138,11.682211,6.315468,28.263032,0.930965,0.9
0.139,11.678852,6.495605,28.269713,0.930465,0.9
0.14,11.674155,6.429382,28.274281,0.929965,0.9
0.141,11.678495,6.385978,28.278908,0.929465,0.9
0.142,11.673665,6.579318,28.283135,0.928964,0.9
0.143,11.674777,6.399638,28.287259,0.928464,0.9
0.144,11.681864,6.402476,28.291092,0.927964,0.9
0.145,11.6702,6.340866,28.29611,0.927464,0.9
0.146,11.673741,6.427835,28.298979,0.926963,0.9
0.147,11.664131,6.374769,28.30355,0.926463,0.9
0.148,11.663351,6.432753,28.307675,0.925963,0.9
0.149,11.67681,6.415442,28.313659,0.925463,0.9
0.15,11.66938,6.516582,28.318299,0.924962,0.9
0.151,11.662816,6.491734,28.322771,0.924462,0.9
0.152,11.649308,6.5303,28.328098,0.923962,0.9
0.153,11.649855,6.575979,28.331669,0.923462,0.9
0.154,11.655969,6.556382,28.336468,0.922961,0.9
0.155,11.658187,6.475651,28.340911,0.922461,0.9
0.156,11.655154,6.510865,28.344916,0.921961,0.9
0.157,11.642736,6.465439,28.348805,0.921461,0.9
0.158,11.655658,6.486286,28.35408,0.92096,0.9
0.159,11.655066,6.36178,28.358701,0.92046,0.9
0.16,11.647048,6.484936,28.363233,0.91996,0.9
0.161,11.647915,6.480664,28.366101,0.91946,0.9
0.162,11.644342,6.45146,28.369903,0.918959,0.9
0.163,11.65026,6.443368,28.373432,0.918459,0.9
0.164,11.632175,6.563204,28.377603,0.917959,0.9
0.165,11.635051,6.427144,28.382296,0.917459,0.9
0.166,11.643574,6.414215,28.387393,0.916958,0.9
0.167,11.629214,6.402967,28.393087,0.916458,0.9
0.168,11.645687,6.377288,28.395997,0.915958,0.9
0.169,11.642012,6.451272,28.399769,0.915458,0.9
0.17,11.634371,6.352178,28.403287,0.914957,0.9
0.171,11.612205,6.378278,28.406203,0.914457,0.9
0.172,11.636261,6.363279,28.409608,0.913957,0.9
0.173,11.628127,6.405661,28.414382,0.913457,0.9
0.174,11.633264,6.430026,28.41931,0.912956,0.9
0.175,11.641683,6.320224,28.422244,0.912456,0.9
0.176,11.636658,6.331622,28.426211,0.911956,0.9
0.177,11.62377,6.332605,28.43114,0.911456,0.9
0.178,11.625732,6.250713,28.436152,0.910955,0.9
0.179,11.63057,6.350163,28.440065,0.910455,0.9
0.18,11.625452,6.212314,28.44364,0.909955,0.9
0.181,11.613635,6.225386,28.448051,0.909455,0.9
0.182,11.623981,6.137886,28.451416,0.908954,0.9
0.183,11.630577,6.216645,28.455391,0.908454,0.9
0.184,11.632592,6.126865,28.460548,0.907954,0.9
0.185,11.635197,6.158551,28.462367,0.907454,0.9
0.186,11.636331,6.139644,28.466769,0.906953,0.9
0.187,11.622191,6.131192,28.47087,0.906453,0.9
0.188,11.625886,6.13509,28.476528,0.905953,0.9
0.189,11.635412,6.000076,28.480041,0.905453,0.9
0.19,11.635385,5.950516,28.483598,0.904952,0.9
0.191,11.619896,5.944686,28.487467,0.904452,0.9
0.192,11.630583,5.97374,28.492205,0.903952,0.9
0.193,11.623985,5.953702,28.498459,0.903452,0.9
0.194,11.62405,6.005056,28.502363,0.902951,0.9
0.195,11.641898,5.774236,28.505516,0.902451,0.9
0.196,11.619038,5.869669,28.50966,0.901951,0.9
0.197,11.61432,5.725052,28.514632,0.901451,0.9
0.198,11.623087,5.681561,28.516917,0.90095,0.9
0.199,11.61369,5.741136,28.518766,0.90045,0.9
0.2,11.631985,5.65275,28.523831,0.89995,0.9
0.201,11.631034,5.713063,28.526324,0.89945,0.9
0.202,11.631482,5.635758,28.529954,0.898949,0.9
0.203,11.6309,5.625033,28.533753,0.898449,0.9
0.204,11.620252,5.582643,28.535707,0.897949,0.9
0.205,11.645717,5.498752,28.539726,0.897449,0.9
0.206,11.636261,5.49871,28.54252,0.896948,0.9
0.207,11.640278,5.476305,28.545927,0.896448,0.9
0.208,11.635698,5.394091,28.549138,0.895948,0.9
0.209,11.641241,5.350248,28.552716,0.895448,0.9
0.21,11.646088,5.351795,28.556062,0.894947,0.9
0.211,11.630347,5.346397,28.560277,0.894447,0.9
0.212,11.636077,5.302362,28.563636,0.893947,0.9
0.213,11.646582,5.234105,28.56635,0.893447,0.9
0.214,11.637776,5.174225,28.569867,0.892946,0.9
0.215,11.657391,5.171528,28.572589,0.892446,0.9
0.216,11.649955,5.03217,28.575361,0.891946,0.9
0.217,11.64082,5.076152,28.577999,0.891446,0.9
0.218,11.646362,5.056535,28.57992,0.890945,0.9
0.219,11.65664,4.972172,28.583687,0.890445,0.9
0.22,11.644565,4.953118,28.583723,0.889945,0.9
0.221,11.641384,4.895151,28.585008,0.889445,0.9
0.222,11.655005,4.78457,28.58589,0.888944,0.9
0.223,11.650871,4.782365,28.590279,0.888444,0.9
0.224,11.643233,4.766089,28.593927,0.887944,0.9
0.225,11.648415,4.74552,28.595764,0.887444,0.9
0.226,11.660095,4.734808,28.599668,0.886943,0.9
0.227,11.65562,4.584871,28.601656,0.886443,0.9
0.228,11.642688,4.538738,28.602991,0.885943,0.9
0.229,11.664987,4.614076,28.604363,0.885443,0.9
0.23,11.665908,4.337972,28.608311,0.884942,0.9
0.231,11.645297,4.468208,28.610044,0.884442,0.9
0.232,11.66945,4.322886,28.612373,0.883942,0.9
0.233,11.660787,4.367525,28.612955,0.883442,0.9
0.234,11.668598,4.301465,28.613532,0.882941,0.9
0.235,11.654138,4.329542,28.614076,0.882441,0.9
0.236,11.671098,4.249508,28.615446,0.881941,0.9
0.237,11.664124,4.229315,28.617115,0.881441,0.9
0.238,11.664212,4.189806,28.617418,0.88094,0.9
0.239,11.664627,4.037931,28.620158,0.88044,0.9
0.24,11.680537,4.03997,28.62281,0.87994,0.9
0.241,11.652331,3.98242,28.624382,0.87944,0.9
0.242,11.667808,3.974553,28.626478,0.878939,0.9
0.243,11.677527,3.887646,28.627046,0.878439,0.9
0.244,11.656762,3.934703,28.628785,0.877939,0.9
0.245,11.670471,3.864205,28.629404,0.877439,0.9
0.246,11.660255,3.737051,28.629562,0.876938,0.9
0.247,11.684272,3.671479,28.63278,0.876438,0.9
0.248,11.674581,3.721658,28.634937,0.875938,0.9
0.249,11.668038,3.643894,28.63614,0.875438,0.9
0.25,11.677893,3.52525,28.639438,0.874937,0.9
0.251,11.670964,3.560258,28.641346,0.874437,0.9
0.252,11.66711,3.497212,28.641762,0.873937,0.9
0.253,11.667943,3.554516,28.641704,0.873437,0.9
0.254,11.67677,3.475772,28.642259,0.872936,0.9
0.255,11.681336,3.425426,28.642298,0.872436,0.9
0.256,11.672783,3.406994,28.641849,0.871936,0.9
0.257,11.677213,3.237337,28.6432,0.871436,0.9
0.258,11.675327,3.313485,28.642641,0.870935,0.9
0.259,11.686731,3.297138,28.644002,0.870435,0.9
0.26,11.678884,3.172393,28.643159,0.869935,0.9
0.261,11.67151,3.135432,28.644435,0.869435,0.9
0.262,11.697376,3.081988,28.646801,0.868934,0.9
0.263,11.680516,3.025567,28.648051,0.868434,0.9
0.264,11.688534,3.057575,28.648956,0.867934,0.9
0.265,11.686138,2.897075,28.64947,0.867434,0.9
0.266,11.691145,2.973628,28.651379,0.866933,0.9
0.267,11.68178,2.953766,28.652459,0.866433,0.9
0.268,11.696382,2.858615,28.652915,0.865933,0.9
0.269,11.670817,2.855002,28.653551,0.865433,0.9
0.27,11.683015,2.875516,28.653942,0.864932,0.9
0.271,11.674419,2.86405,28.653917,0.864432,0.9
0.272,11.701259,2.679714,28.652832,0.863932,0.9
0.273,11.684112,2.71278,28.65363,0.863432,0.9
0.274,11.681348,2.747662,28.654054,0.862931,0.9
0.275,11.695292,2.587701,28.654709,0.862431,0.9
0.276,11.698218,2.627363,28.655691,0.861931,0.9
0.277,11.686108,2.523844,28.658777,0.861431,0.9
0.278,11.681382,2.608426,28.658443,0.86093,0.9
0.279,11.698382,2.450117,28.658798,0.86043,0.9
0.28,11.691721,2.475886,28.660208,0.85993,0.9
0.281,11.717074,2.426614,28.659635,0.85943,0.9
0.282,11.685102,2.468502,28.660296,0.858929,0.9
0.283,11.692993,2.506667,28.65919,0.858429,0.9
0.284,11.681001,2.392009,28.659078,0.857929,0.9
0.285,11.680793,2.301127,28.660082,0.857429,0.9
0.286,11.684715,2.377408,28.660233,0.856928,0.9
0.287,11.680364,2.347846,28.658406,0.856428,0.9
0.288,11.691668,2.359854,28.659054,0.855928,0.9
0.289,11.69109,2.318173,28.66003,0.855428,0.9
0.29,11.674404,2.314658,28.65952,0.854927,0.9
0.291,11.687078,2.274141,28.660478,0.854427,0.9
0.292,11.700544,2.236657,28.660267,0.853927,0.9
0.293,11.676465,2.252777,28.660054,0.853427,0.9
0.294,11.696699,2.111046,28.6595,0.852926,0.9
0.295,11.709227,2.132041,28.658185,0.852426,0.9
0.296,11.68878,2.146295,28.658786,0.851926,0.9
0.297,11.677248,2.226146,28.660002,0.851426,0.9
0.298,11.695556,2.060589,28.659866,0.850925,0.9
0.299,11.683186,2.148263,28.661084,0.850425,0.9
0.3,11.675857,2.05041,28.6608,0.849925,0.9
0.301,11.675096,2.099603,28.661513,0.849425,0.9
0.302,11.663866,2.095085,28.661701,0.848924,0.9
0.303,11.688344,2.024946,28.664099,0.848424,0.9
0.304,11.693247,2.026692,28.664939,0.847924,0.9
0.305,11.67986,2.012101,28.665287,0.847424,0.9
0.306,11.659531,2.076117,28.665953,0.846923,0.9
0.307,11.678196,2.092166,28.66643,0.846423,0.9
0.308,11.671611,2.034579,28.666918,0.845923,0.9
0.309,11.670359,2.041,28.66599,0.845423,0.9
0.31,11.680986,1.929939,28.666492,0.844922,0.9
0.311,11.663242,2.046401,28.665818,0.844422,0.9
0.312,11.670617,2.042615,28.665846,0.843922,0.9
0.313,11.663071,1.993885,28.667073,0.843422,0.9
0.314,11.668079,2.010111,28.668199,0.842921,0.9
0.315,11.680511,1.970699,28.667342,0.842421,0.9
0.316,11.677897,1.990163,28.667759,0.841921,0.9
0.317,11.663798,1.990135,28.669331,0.841421,0.9
0.318,11.659923,1.975044,28.670454,0.84092,0.9
0.319,11.652326,1.99496,28.670824,0.84042,0.9
0.32,11.661477,1.968634,28.670868,0.83992,0.9
0.321,11.652029,2.015163,28.672096,0.83942,0.9
0.322,11.653216,2.041627,28.671909,0.838919,0.9
0.323,11.651311,2.013577,28.672025,0.838419,0.9
0.324,11.642854,2.077356,28.672334,0.837919,0.9
0.325,11.656513,2.046995,28.673773,0.837419,0.9
0.326,11.654743,2.086335,28.674809,0.836918,0.9
0.327,11.658227,2.07708,28.67473,0.836418,0.9
0.328,11.637391,2.113966,28.674225,0.835918,0.9
0.329,11.638679,2.156099,28.676222,0.835418,0.9
0.33,11.637887,2.170961,28.676826,0.834917,0.9
0.331,11.631307,2.248157,28.675289,0.834417,0.9
0.332,11.638849,2.205629,28.676304,0.833917,0.9
0.333,11.632786,2.156767,28.677067,0.833417,0.9
0.334,11.638903,2.177105,28.678923,0.832916,0.9
0.335,11.633696,2.1467,28.678077,0.832416,0.9
0.336,11.61858,2.281022,28.678701,0.831916,0.9
0.337,11.614228,2.28517,28.679424,0.831416,0.9
0.338,11.624516,2.193206,28.680212,0.830915,0.9
0.339,11.629602,2.165192,28.679594,0.830415,0.9
0.34,11.614689,2.275879,28.678835,0.829915,0.9
0.341,11.612741,2.334192,28.678073,0.829415,0.9
0.342,11.627994,2.412883,28.678278,0.828914,0.9
0.343,11.604055,2.328694,28.678705,0.828414,0.9
0.344,11.596989,2.415574,28.680032,0.827914,0.9
0.345,11.605076,2.410743,28.680535,0.827414,0.9
0.346,11.607514,2.364398,28.682145,0.826913,0.9
0.347,11.59282,2.543425,28.680895,0.826413,0.9
0.348,11.592576,2.496739,28.682241,0.825913,0.9
0.349,11.589041,2.457083,28.681961,0.825413,0.9
0.35,11.587682,2.535837,28.681816,0.824912,0.9
0.351,11.594903,2.633502,28.680177,0.824412,0.9
0.352,11.599502,2.623731,28.681034,0.823912,0.9
0.353,11.5765,2.598407,28.682952,0.823412,0.9
0.354,11.585387,2.650537,28.683497,0.822911,0.9
0.355,11.583936,2.682367,28.686604,0.822411,0.9
0.356,11.575396,2.765566,28.688922,0.821911,0.9
0.357,11.567917,2.758628,28.688468,0.821411,0.9
0.358,11.554119,2.841533,28.690361,0.82091,0.9
0.359,11.564591,2.813715,28.690978,0.82041,0.9
0.36,11.568212,2.961367,28.692489,0.81991,0.9
0.361,11.564189,2.894749,28.694654,0.81941,0.9
0.362,11.558648,2.87841,28.696114,0.818909,0.9
0.363,11.546033,2.972312,28.695926,0.818409,0.9
0.364,11.53537,3.052518,28.697603,0.817909,0.9
0.365,11.528717,3.081017,28.698039,0.817409,0.9
0.366,11.525501,3.175465,28.69836,0.816908,0.9
0.367,11.540897,3.142357,28.699223,0.816408,0.9
0.368,11.542953,3.111666,28.70268,0.815908,0.9
0.369,11.533689,3.208071,28.702927,0.815408,0.9
0.37,11.53023,3.325494,28.704854,0.814907,0.9
0.371,11.526314,3.347581,28.706095,0.814407,0.9
0.372,11.520759,3.24015,28.706535,0.813907,0.9
0.373,11.516509,3.367814,28.708055,0.813407,0.9
0.374,11.517909,3.359845,28.709225,0.812906,0.9
0.375,11.505322,3.517,28.710898,0.812406,0.9
0.376,11.508672,3.492665,28.712867,0.811906,0.9
0.377,11.500588,3.568005,28.714615,0.811406,0.9
0.378,11.48712,3.600824,28.714903,0.810905,0.9
0.379,11.504319,3.614907,28.717431,0.810405,0.9
0.38,11.470638,3.729967,28.719472,0.809905,0.9
0.381,11.483745,3.772527,28.721434,0.809405,0.9
0.382,11.481616,3.800399,28.723114,0.808904,0.9
0.383,11.476923,3.771552,28.722646,0.808404,0.9
0.384,11.479438,3.841476,28.723073,0.807904,0.9
0.385,11.460123,3.863271,28.726831,0.807404,0.9
0.386,11.458103,4.008384,28.730972,0.806903,0.9
0.387,11.466059,4.056074,28.732615,0.806403,0.9
0.388,11.461783,4.075634,28.733005,0.805903,0.9
0.389,11.451999,4.099578,28.734778,0.805403,0.9
0.39,11.45815,4.172334,28.735381,0.804902,0.9
0.391,11.446688,4.131764,28.73815,0.804402,0.9
0.392,11.43605,4.194141,28.740302,0.803902,0.9
0.393,11.444617,4.157494,28.744401,0.803402,0.9
0.394,11.427171,4.33129,28.746453,0.802901,0.9
0.395,11.422593,4.316485,28.748012,0.802401,0.9
0.396,11.440306,4.358316,28.751897,0.801901,0.9
0.397,11.420848,4.437478,28.754299,0.801401,0.9
0.398,11.420074,4.451754,28.756421,0.8009,0.9
0.399,11.408599,4.495834,28.758845,0.8004,0.9
0.4,11.403541,4.598631,28.761508,0.7999,0.9
0.401,11.405364,4.609725,28.761939,0.7994,0.9
0.402,11.400725,4.700647,28.764019,0.798899,0.9
0.403,11.410385,4.739701,28.765858,0.798399,0.9
0.404,11.410208,4.763354,28.768526,0.797899,0.9
0.405,11.408854,4.78441,28.769608,0.797399,0.9
0.406,11.385365,4.856401,28.772672,0.796898,0.9
0.407,11.356642,4.909448,28.776211,0.796398,0.9
0.408,11.393714,4.944503,28.777762,0.795898,0.9
0.409,11.385968,4.958203,28.780202,0.795398,0.9
0.41,11.354481,5.010545,28.782598,0.794897,0.9
0.411,11.374174,5.123708,28.785369,0.794397,0.9
0.412,11.369039,5.047165,28.786301,0.793897,0.9
0.413,11.367346,5.18525,28.788842,0.793397,0.9
0.414,11.365313,5.240949,28.792548,0.792896,0.9
0.415,11.369388,5.292568,28.795029,0.792396,0.9
0.416,11.350074,5.23922,28.79693,0.791896,0.9
0.417,11.350568,5.2268,28.799611,0.791396,0.9
0.418,11.346092,5.283209,28.802286,0.790895,0.9
0.419,11.340172,5.360371,28.804884,0.790395,0.9
0.42,11.333503,5.438369,28.806704,0.789895,0.9
0.421,11.330249,5.457355,28.810141,0.789395,0.9
0.422,11.340066,5.421683,28.813198,0.788894,0.9
0.423,11.313766,5.561945,28.814569,0.788394,0.9
0.424,11.317483,5.564761,28.817246,0.787894,0.9
0.425,11.320891,5.676843,28.819623,0.787394,0.9
0.426,11.31837,5.650758,28.82299,0.786893,0.9
0.427,11.316181,5.801037,28.824742,0.786393,0.9
0.428,11.301914,5.840792,28.828361,0.785893,0.9
0.429,11.312943,5.669349,28.830864,0.785393,0.9
0.43,11.303971,5.755127,28.83548,0.784892,0.9
0.431,11.318041,5.816944,28.838781,0.784392,0.9
0.432,11.301163,5.848115,28.84346,0.783892,0.9
0.433,11.289687,5.932716,28.846371,0.783392,0.9
0.434,11.291127,5.889378,28.848345,0.782891,0.9
0.435,11.295513,5.93844,28.852267,0.782391,0.9
0.436,11.292637,5.955466,28.8577,0.781891,0.9
0.437,11.281181,6.009755,28.862011,0.781391,0.9
0.438,11.284683,6.081848,28.866885,0.78089,0.9
0.439,11.28307,6.025992,28.872872,0.78039,0.9
0.44,11.269114,6.098077,28.876229,0.77989,0.9
0.441,11.269482,6.191691,28.880958,0.77939,0.9
0.442,11.265625,6.100894,28.88375,0.778889,0.9
0.443,11.284645,6.17013,28.888042,0.778389,0.9
0.444,11.263337,6.20127,28.891262,0.777889,0.9
0.445,11.256861,6.164526,28.894891,0.777389,0.9
0.446,11.263762,6.186404,28.900617,0.776888,0.9
0.447,11.253702,6.308044,28.904015,0.776388,0.9
0.448,11.237961,6.28676,28.908441,0.775888,0.9
0.449,11.259058,6.203048,28.913482,0.775388,0.9
0.45,11.259328,6.339509,28.917435,0.774887,0.9
0.451,11.24841,6.328572,28.922101,0.774387,0.9
0.452,11.249168,6.269302,28.926306,0.773887,0.9
0.453,11.236766,6.367001,28.931713,0.773387,0.9
0.454,11.245092,6.366973,28.934767,0.772886,0.9
0.455,11.239486,6.346049,28.940598,0.772386,0.9
0.456,11.248299,6.431386,28.943954,0.771886,0.9
0.457,11.235649,6.508918,28.94939,0.771386,0.9
0.458,11.225897,6.3484,28.952944,0.770885,0.9
0.459,11.236313,6.455597,28.957384,0.770385,0.9
0.46,11.241205,6.396089,28.962111,0.769885,0.9
0.461,11.216703,6.395499,28.965847,0.769385,0.9
0.462,11.228237,6.417945,28.97045,0.768884,0.9
0.463,11.22853,6.449767,28.974774,0.768384,0.9
0.464,11.221706,6.415561,28.979143,0.767884,0.9
0.465,11.22498,6.431841,28.985905,0.767384,0.9
0.466,11.220009,6.563034,28.991856,0.766883,0.9
0.467,11.218263,6.517847,28.996342,0.766383,0.9
0.468,11.217919,6.551629,28.999602,0.765883,0.9
0.469,11.230333,6.464614,29.003855,0.765383,0.9
0.47,11.206225,6.513463,29.009479,0.764882,0.9
0.471,11.208938,6.524853,29.01445,0.764382,0.9
0.472,11.206443,6.488185,29.01762,0.763882,0.9
0.473,11.215979,6.525425,29.022462,0.763382,0.9
0.474,11.208335,6.466002,29.028584,0.762881,0.9
0.475,11.18866,6.525805,29.032561,0.762381,0.9
0.476,11.219886,6.400725,29.036819,0.761881,0.9
0.477,11.202974,6.5199,29.040614,0.761381,0.9
0.478,11.188874,6.552569,29.043434,0.76088,0.9
0.479,11.205667,6.516699,29.048093,0.76038,0.9
0.48,11.189323,6.512507,29.051779,0.75988,0.9
0.481,11.187649,6.439931,29.057516,0.75938,0.9
0.482,11.188998,6.447543,29.060266,0.758879,0.9
0.483,11.200119,6.408046,29.063595,0.758379,0.9
0.484,11.192643,6.438768,29.068546,0.757879,0.9
0.485,11.185384,6.344939,29.073664,0.757379,0.9
0.486,11.214814,6.36751,29.076721,0.756878,0.9
0.487,11.201806,6.449955,29.080458,0.756378,0.9
0.488,11.189393,6.405126,29.08573,0.755878,0.9
0.489,11.196767,6.328639,29.089296,0.755378,0.9
0.49,11.193202,6.451064,29.093475,0.754877,0.9
0.491,11.183084,6.389443,29.097992,0.754377,0.9
0.492,11.193921,6.309399,29.102523,0.753877,0.9
0.493,11.200611,6.244389,29.105807,0.753377,0.9
0.494,11.195669,6.304273,29.111549,0.752876,0.9
0.495,11.175103,6.321416,29.117173,0.752376,0.9
0.496,11.179221,6.251987,29.120007,0.751876,0.9
0.497,11.17623,6.105275,29.122757,0.751376,0.9
